"Full Name of the Session Holder of the Session","Day of Week","Session's Session Start","Session's Session End","Appointment Date","Appointment Time","Slot Type","Slot Duration","Availability","DNA","Booked Time to Slot Time","Arrive Time to Send In Time","Slot Time to Send In Time","Slot Time to Arrive Time","Consultation Time","",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","45","Booked","2","12957","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Blood Pressure due","15","Booked","2","21582","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","ANNUAL REVIEW MULTIPLE","15","Booked","2","12741","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","F2F  Double appt","20","Booked","2","12755","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:20","Wound Check","20","Booked","2","11167","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Wound Check","20","Booked","2","20155","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Comment","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","F2F  Double appt","15","Booked","2","14243","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:15","Prebookable","15","Booked","2","14259","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","F2F  Double appt","15","Booked","2","14272","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:45","F2F  Double appt","15","Booked","2","14287","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Wound Check","15","Booked","2","14366","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","ANNUAL REVIEW MULTIPLE","45","Booked","2","13239","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","ANNUAL REVIEW MULTIPLE","45","Booked","2","13300","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","Diabetes review","40","Booked","2","10347","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Smear","20","Booked","2","13116","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Prebookable","30","Booked","2","12969","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","17-Oct-2025","17-Oct-2025","17-Oct-2025","08:00","ECG","30","Booked","2","15742","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","Smear","20","Booked","2","15772","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","ANNUAL REVIEW MULTIPLE","40","Booked","2","15648","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","45","Booked","2","15808","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Prebookable","15","Booked","2","20148","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Prebookable","15","Booked","2","20163","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","ANNUAL REVIEW MULTIPLE","60","Booked","2","20246","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Diabetes review","30","Booked","2","32954","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Diabetes review","30","Booked","2","16071","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","catch up time","15","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","ANNUAL REVIEW MULTIPLE","45","Booked","2","14742","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","ANNUAL REVIEW MULTIPLE","45","Booked","2","20154","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","Smear","20","Booked","2","20129","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Prebookable","20","Booked","2","15960","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Smear","20","Booked","2","16044","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Home Visit","30","Booked","2","33243","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","24-Oct-2025","24-Oct-2025","24-Oct-2025","08:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","ANNUAL REVIEW MULTIPLE","40","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Home Visit","30","Booked","2","41723","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:20","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:45","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","ANNUAL REVIEW MULTIPLE","45","Booked","2","40650","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","ANNUAL REVIEW MULTIPLE","60","Booked","2","24955","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","31-Oct-2025","31-Oct-2025","31-Oct-2025","08:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","ANNUAL REVIEW MULTIPLE","40","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Vaccine Clinic","20","Booked","2","50435","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:20","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:45","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","Sat","","","","","","","","","","","","","","0",
"","Sun","","","","","","","","","","","","","","0",
"MORETON, Alexa (Mrs)","Mon","08-Sep-2025","08-Sep-2025","08-Sep-2025","09:00","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","COPD review","30","Booked","Did Not Attend","24407","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Admin","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:45","Coffee Break","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:00","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:30","Admin","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Telephone Appointment Slot","15","Booked","Attended","7268","Unknown","Unknown","Unknown","Unknown","1",
"","","15-Sep-2025","15-Sep-2025","15-Sep-2025","09:00","DO NOT BOOK","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:15","DO NOT BOOK","30","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:45","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Telephone Appointment Slot","30","Booked","Attended","34384","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","DO NOT BOOK","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","DO NOT BOOK","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Telephone Appointment Slot","30","Booked","Attended","34436","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:30","Admin","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","22-Sep-2025","22-Sep-2025","22-Sep-2025","09:00","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Smear","15","Booked","Attended","35866","27","9","-17","24","1",
"","","","","","09:15","Asthma Reviews due","30","Booked","Attended","24143","23","19","-3","22","1",
"","","","","","09:45","Telephone Appointment Slot","30","Booked","Attended","44464","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","ANNUAL REVIEW MULTIPLE","45","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","Telephone Appointment Slot","45","Booked","Attended","20283","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Telephone Appointment Slot","15","Booked","Attended","17254","Unknown","Unknown","Unknown","Unknown","1",
"","","29-Sep-2025","29-Sep-2025","29-Sep-2025","09:00","Prebookable","15","Booked","Attended","15474","26","31","4","5","1",
"","","","","","09:15","Prebookable","15","Booked","Attended","30187","26","24","-1","17","1",
"","","","","","09:30","F2F  Double appt","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:45","Coffee Break","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:00","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Spirometry","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
